Phone3Name,PhoneNumberBusinessLine,TemporaryMessage,MailingAttentionName,LastVerifiedByPhoneNumber,ExcludeFromWebsite,RecordOwner,OfficialName,PhysicalPostalCode,MadeInactiveOn,CapacityType,Longitude,PreferredProvider,LastVerificationApprovedBy,SeniorWorkerName,AvailableForDirectory,PhysicalStateProvince,SeniorWorkerPhoneNumber,AnnualBudgetTotal,OtherCity,MailingAddress1,MailingAddress2,OtherPostalCode,PhoneFax,PhoneNumberOutOfArea,ParentAgency,MainContactEmailAddress,TaxonomyTerms,Latitude,OtherStateProvince,ConnectsToSiteNum,PhysicalLocationDescription,ParentAgencyNum,DocumentsRequired,YearIncorporated,FEIN,Hours,Match Type,TaxonomyTermsNotDeactivated,TaxonomyTerm,BusServiceAccess,LegalStatus,Categories,Phone4Number,ApplicationProcess,TaxonomyCodes,UpdatedOn,MailingCountry,990 Name,PhysicalCountry,AlternateName,Phone1Number,LastVerifiedByEmailAddress,Phone5Number,Phone3Number,AgencyStatus,InternalNotesForEditorsAndViewers,MainContactName,PhysicalAddress2,PhysicalAddress1,InternalNotes,AgencyDescription,HoursOfOperation,MailingPostalCode,TaxonomyLevelName,ResourceAgencyNum,LastVerifiedByName,Phone2Name,HighlightedResource,AvailableForReferral,DisabilitiesAccess,PublicName,SeniorWorkerTitle,ResourceInfo,Coverage,LastVerifiedByTitle,ServiceNotAlwaysAvailability,ExcludeFromDirectory,OtherCountry,IRSStatus,EmailAddressMain,TemporaryMessageAppears,SeniorWorkerEmailAddress,PhysicalCity,MainContactType,ConnectsToProgramNum,PhoneTollFree,PhoneTTY,AgencyClassification,FeeStructureSource,OtherCounty,Phone4Name,EnteredOn,SearchHints,EIN,Phone2Number,PhoneNumberHotline,CoverageArea,TemporaryMessageExpires,MailingStateProvince,WebsiteAddress,PhysicalCounty,Phone5Description,PublicAccessTransportation,AvailableForResearch,OtherAddress2,OtherAddress1,LastVerifiedOn,MailingCity,MainContactPhoneNumber,ServiceCapacity,MainContactTitle,LanguagesOffered,LicenseAccreditation,Phone1Name,CoverageAreaText,SourceOfFunds,PhoneNumberAfterHours,Eligibility
,,,Council Of Community Services 211 Virginia Coordinator,703-516-6768,No,DCAP,,24004,,,-79.94202,FALSE,Zina Anderson,,,VA,,,,Po Box 598,,,,(800) 230-6977,2-1-1 VIRGINIA,,Organizational/Community/International Services - Information Services; Organizational/Community/International Services - Information Services - Information and Referral - Comprehensive Information and Referral; Organizational/Community/International Serv,37.27124,DC,,,372273,,,,Mon 24/7; Tue 24/7; Wed 24/7; Thu 24/7; Fri 24/7; Sat 24/7; Sun 24/7; ,,Organizational/Community/International Services - Information Services; Organizational/Community/International Services - Information Services - Information and Referral - Comprehensive Information and Referral; Organizational/Community/International Serv,Information Services; Comprehensive Information and Referral; Comprehensive Information and Referral; Information and Referral; ,,None or unknown,"Social Service Referrals; Social Services - Directory; Information & Referral; Information Lines; Volunteer Opportunities; Volunteer Recruit, Placement; Crisis Intervention; Crisis Support; Crisis Lines; Locator Numbers;",,Telephone access only,TJ; TJ-3000.1500; TJ-3000.1500; TJ-3000,,United States,,United States,"211, 2-1-1, Dial 2-1-1",,marshall@crisislink.org,,,Active,,,,Po Box 598,,"2-1-1 is an easy to remember phone number connecting people with free information on available community services. When you dial 2-1-1, a trained professional listens to your situation and suggests sources of help using one of the largest databases of hea",Open 24 hours,24004,Program,373916,Marshall,,FALSE,,,2-1-1 VIRGINIA,,,,,,No,United States,None or unknown,barbp@councilofcommunityservices.org,,,Roanoke,,,,,,Free,,,6/5/06 0:00,373916,,,211,Virginia,,VA,http://www.211virginia.org,Salem,,,,,,2/29/12 9:59,Roanoke,,,,150 languages offered through Language Line,,,,,,
,,,Council Of Community Services211 Virginia Coordinator                     ,202-442-3248,No,DCAP,,24004,,,-79.94202,FALSE,Zina Anderson,,,VA,,,,Po Box 598,,,,(800) 230-6977,2-1-1 VIRGINIA,,Organizational/Community/International Services - Information Services; Organizational/Community/International Services - Information Services - Information and Referral - Comprehensive Information and Referral; Organizational/Community/International Serv,37.27124,DC,,,0,,,,Mon 24/7; Tue 24/7; Wed 24/7; Thu 24/7; Fri 24/7; Sat 24/7; Sun 24/7; ,,Organizational/Community/International Services - Information Services; Organizational/Community/International Services - Information Services - Information and Referral - Comprehensive Information and Referral; Organizational/Community/International Serv,Information Services; Comprehensive Information and Referral; Comprehensive Information and Referral; Information and Referral; ,,None or unknown,Information & Referral; Information Lines;,,Telephone access only,TJ; TJ-3000.1500; TJ-3000.1500; TJ-3000,2/29/12 10:02,United States,,United States,"211, 2-1-1, Dial 2-1-1",,zina.anderson@dc.gov,,,Active,,,,Po Box 598,"Offers help to Virginians in need of social service information and referrals by dialing 2-1-1.  Connects callers from Central, Northwest, Southside/Richmond, Southeast, and Southwest Virginia with free information on available community resources. ","2-1-1 is an easy to remember phone number connecting people with free information on available community services. When you dial 2-1-1, a trained professional listens to your situation and suggests sources of help using one of the largest databases of hea",Open 24 Hours                                                                                                                               ,24004,Agency,372273,Zina Anderson,,FALSE,,,2-1-1 VIRGINIA,,,VA; ,,,No,United States,None or unknown,barbp@councilofcommunityservices.org,,,Roanoke,,,,,,Free,,,6/5/06 0:00,372273,,,211,,,VA,http://www.211virginia.org,Salem,,,,,,2/27/12 0:00,Roanoke,,,,140 languages offered through Language Line,,,,,,None
,,,Aarp - Dc State Office,,No,DCAP,,20049,,,-77.02021,FALSE,Zina Anderson,Mima Castaldi,,DC,,,,601 E Street Nw,,,(703) 739-0064,,AARP DC,,Environment and Public Health/Safety - Public Safety - Safety Education Programs - Traffic Safety Education/Inspections - Driving Safety Education * Driving Safety Education,38.89609,DC,,,371796,,,,,Beginning,Environment and Public Health/Safety - Public Safety - Safety Education Programs - Traffic Safety Education/Inspections - Driving Safety Education * Driving Safety Education,Driving Safety Education; ,Transportation Available: 2                      ,None or unknown,Transportation-Driver Ed.; Transportation; Seniors; Volunteer Opportunities;,(888) 687-2277,Telephone,JR-8200.8500-180 * JR-8200.8500-180,4/18/12 9:27,United States,AARP,United States,"AARP, American Association for Retired Persons, 55 Alive Driving Program",(888) 227-7669,,,,Active,,,,"601 E Street, NW",,"Offers motorists classes to refine existing driving skills and to develop safe, defensive driving techniques.<br /><br />Home visits: Downtown               ", Monday - Friday 9:00 am - 4:00 pm,20049,Program,373708,Zina Anderson,AARP DC State Office,FALSE,,NW                     ,AARP - Driver Safety Program,State Director,,MD - Downtown County; ,,,No,United States,None or unknown,member@aarp.org,,,Washington,,,,,,Flat fee,,AARP Headquarters,11/9/00 0:00,373708,951985500,(202) 434-7700,,DC Metro Area,,DC,http://www.aarp.org/55alive,District Of Columbia,,,,,,3/29/12 0:00,Washington,,,,,,Intake Number (Site Locator),,,,"Ages 50 and older, available to AARP members and non-members"
,,,American Association For Retired Persons   Dc,,No,DCAP,,20049,,,-77.02021,FALSE,Zina Anderson,,,DC,,,,601 E  St  Nw,Suite A1 200,,(202) 434-6470,,AARP DC,,Organizational/Community/International Services - Information Services - Information and Referral - Specialized Information and Referral,38.89609,DC,,,371796,,,,,Beginning,Organizational/Community/International Services - Information Services - Information and Referral - Specialized Information and Referral,Specialized Information and Referral; ,Transportation Available: 6                      ,None or unknown,"Parenting General; Family Support; Support Groups General; Caregivers; Legal-Advocacy; Legal-Aid; Parenting-Counseling; Parenting-Education; Parenting-Skills; Support Programs, Services; Volunteer Opportunities; Parenting-Services; Information & Referral;",(888) 687-2277,Telephone,TJ-3000.8000,4/18/12 9:28,United States,AARP,United States,"AARP, GIC, American Association for Retired Persons",(202) 434-2296,,,,Active,,,,"601 E Street, NW",,"Provides information for grandparents raising grandchildren, grandparents who are concerned about their visitation rights with their grandchildren, step-grandparents, and traditional grandparents who want to have a positive role in their grandchildren's l","9:00 am - 4:00 pm, Monday - Friday",20049,Program,373705,Zina Anderson,,FALSE,,NW                     ,AARP - Grandparent Information Center,,,MD - Downtown County; ,,,No,United States,None or unknown,member@aarp.org,,,Washington,,,,,,None,,AARP Headquarters,11/8/00 0:00,373705,951985500,,,DC Metro Area,,DC,http://www.aarp.org/confacts/programs/gic.html,District Of Columbia,,,,,,3/29/12 0:00,Washington,,,,,,Intake Number,,,,
,,,Aarp - Dc State Office,,No,DCAP,,20049,,,-77.02021,FALSE,Zina Anderson,Mima Castaldi,,DC,,,,601 E Street NW,,,(703) 739-0064,,AARP DC,,Individual and Family Life - Mutual Support - Support Groups - Bereavement Support Groups * Bereavement Support Groups; Individual and Family Life - Mutual Support - Support Groups - Bereavement Support Groups - General Bereavement Support Groups * Bereav,38.89609,DC,,,371796,,,,,Beginning,Individual and Family Life - Mutual Support - Support Groups - Bereavement Support Groups * Bereavement Support Groups; Individual and Family Life - Mutual Support - Support Groups - Bereavement Support Groups - General Bereavement Support Groups * Bereav,Bereavement Support Groups; General Bereavement Support Groups; ,Transportation Available: 2                      ,None or unknown,"Support Groups-Grief, Death; Bereavement; Widows; MH (Mental Health); MH-Counseling; Seniors; Information Lines; MH-Crisis; MH-Support Groups; Support Groups-Victim, Survivor; Support Groups-Women; Support Programs, Services; Volunteer Opportunities; Supp",(888) 687-2277,Telephone,PN-8100.1000 * PN-8100.1000 * PN-8100.1000-250; PN-8100.1000-250 * PN-8100.1000 * PN-8100.1000-250,4/18/12 9:28,United States,AARP,United States,"WPS (Widowed Persons Service), AARP (American Association for Retired Persons)",,,,,Active,,,,"601 E Street, NW",,"Offers a wide variety of resources and information on bereavement issues for adults of all ages and their families.  Services include: one-to-one peer outreach, a grief course, bereavement support groups, informational booklets and brochures, and online s",Monday - Friday 9am-4pm,20049,Program,373706,Zina Anderson,AARP DC State Office,FALSE,,NW                     ,AARP - Grief and Loss Programs,State Director,,MD - Downtown County; ,,,No,United States,None or unknown,member@aarp.org,,,Washington,,,,,,None                                                                                                                          ,,AARP Headquarters,11/9/00 0:00,373706,951985500,(202) 434-7700,,DC Metro Area,,DC,http://www.aarp.org/griefandloss,District Of Columbia,,,,,,3/29/12 0:00,Washington,,,,English,,,,,,
,,Seasonal program available February 1 through April 15 ONLY.,Aarp - Dc State Office,,No,DCAP,,20049,,,-77.02021,FALSE,Zina Anderson,Mima Castaldi,,DC,,,,601 E Street Nw,,,(703) 739-0064,,AARP DC,,Criminal Justice and Legal Services - Legal Services * Legal Services; Consumer Services - Tax Organizations and Services - Tax Preparation Assistance - AARP Tax Aide Programs - AARP Tax Aide Program Coordination * AARP Tax Aide Program Coordination,38.89609,DC,,,371796,,,,,Beginning,Criminal Justice and Legal Services - Legal Services * Legal Services; Consumer Services - Tax Organizations and Services - Tax Preparation Assistance - AARP Tax Aide Programs - AARP Tax Aide Program Coordination * AARP Tax Aide Program Coordination,Legal Services; AARP Tax Aide Program Coordination; ,Transportation Available: 2                      ,None or unknown,Legal-Aid; Volunteer Opportunities; Tax Assistance; Seniors;,(888) 687-2277,Telephone for appointment,FT * FT * DT-8800.0100-050; DT-8800.0100-050 * DT-8800.0100-050,4/18/12 9:34,United States,AARP,United States,"AARP, American Association for Retired Persons, Taxes",(888) 227-7669,,,,Active,,,,"601 E Street, NW",,Offers free tax preparation service and answers tax questions.  The AARP Tax-Aide website locator and phone number locator provides listings of AARP Tax-Aide sites available nationwide.<br /><br />Home visits: Downtown               ," Monday - Friday, 9:00 am - 4:00 pm",20049,Program,373707,Zina Anderson,AARP DC State Office,FALSE,,NW                     ,AARP - Tax Aide,Director,,MD - Washington County; ,,,No,United States,None or unknown,dcaarp@aarp.org,9/28/10 0:00,, Unknown ,,,,,,No fee                                                                                                                        ,,AARP Headquarters,11/9/00 0:00,373707,951985500,(202) 434-7700,,DC Metro Area,1/1/50 0:00,DC,http://www.aarp.org/taxaide,,,,,,,3/29/12 0:00,Washington,,,,English,,Intake Number (Site Locator),,,,"Low to moderate income, priority given to seniors ages 60 and older"
AARP Headquarters                       ,,,American Association For Retired Persons   Dc,,No,DCAP,,20049,,,-77.02021,FALSE,Zina Anderson,Louis Davis. Jr.                 ,,DC,,,,601 E  St  Nw,Suite A1 200,,(202) 434-7710,,AARP DC,,,38.89609,DC,,,0,,,,,Character Exact,,,,None or unknown,,,please inquire,,4/18/12 9:23,United States,AARP DC,United States,AARP DC State Office,(202) 434-7700,,,(888) 687-2277,Active,,,,"601 E Street, NW","Provides information and resources to people 50 and older; advocates on legislative, consumer, and legal issues; assists members to serve their communities; and offers a wide range of unique benefits, special products, and services to its members.    "," <br />		<p>We are a nonprofit, nonpartisan membership organization that helps people 50 and over improve the quality of their lives.</p> <br />","9:00 am - 5:00 pm, Monday - Friday                                                                                                          ",20049,Agency,371796,,,FALSE,,,AARP DC,State Director                     ,,,,,No,United States,None or unknown,dcaarp@aarp.org,,,Washington,,,,,,,,                                        ,6/1/99 0:00,371796,-,,,,,DC,aarp.org/dc,District Of Columbia,,,,,,4/11/12 10:09,Washington,,,,English and Spanish,,Main Number                             ,,,,Please inquire
,,,Aauw Legal Advocacy FundSANDRA K. LYNNE                              ,,No,DCAP,,20036,,,-77.041912,FALSE,Zina Anderson,Linda D. Hallman                    ,,DC,,,,1111 16Th St NW,,,(202) 872-1425,,AAUW Legal Advocacy Fund,,,38.906704,DC,,,0,,,,,Character Exact,,,,None or unknown,,,,,4/18/12 9:44,United States,Aauw Legal Advocacy Fund,United States,AAUW-LAF,(202) 785-7700,,(202) 785-7777,,Active,,,,"1111 16Th Street, NW",Provides funding and a support system for women seeking judicial redress for sex discrimination.     ,,"9:00 am - 5:00 pm, Monday - Friday                                                                                                          ",20036,Agency,372197,Zina Anderson,,FALSE,,,AAUW Legal Advocacy Fund,Executive Director                           ,,,,,No,United States,None or unknown,laf@aauw.org,,executive@aauw.org,Washington,,,,,,,,                       ,3/3/00 0:00,372197,-,,,,,DC,http://www.aauw.org,District Of Columbia,TTY/TDD Number                          ,,,,,3/28/12 0:00,Washington,,,,,,Main Number                             ,,,,
Administrative Number,,,Aauw Legal Advocacy Fund Amy Houghton,,No,DCAP,,20036,,,-77.041912,FALSE,Zina Anderson,Linda D. Hallman,,DC,,,,1111 16Th St Nw,,,(202) 785-8754,,AAUW Legal Advocacy Fund,,Criminal Justice and Legal Services - Legal Services - Family Law - Domestic/Family Violence Legal Services * Domestic/Family Violence Legal Services; Criminal Justice and Legal Services - Legal Services * Domestic/Family Violence Legal Services,38.906704,DC,,,372197,,,,,Beginning,Criminal Justice and Legal Services - Legal Services - Family Law - Domestic/Family Violence Legal Services * Domestic/Family Violence Legal Services; Criminal Justice and Legal Services - Legal Services * Domestic/Family Violence Legal Services,Domestic/Family Violence Legal Services; Legal Services; ,Transportation Available: 2                      ,None or unknown,Advocacy; Legal-Aid; Legal-Advocacy; Legal-Benefits Advocacy; Information Lines;,(800) 326-2289,"Telephone, Walk-In, E-mail",FT-3000.1750 * FT-3000.1750 * FT; FT * FT-3000.1750 * FT,4/18/12 9:45,United States,Aauw Legal Advocacy Fund,United States,AAUW-LAF,(202) 785-7719,,(202) 785-7777,(202) 785-7700,Active,,,,"1111 16Th Street, NW",,"Aims to increase awareness of sex discrimination on campus and to provide additional funding to women fighting sex discrimination cases in higher education.  Educates both students and faculty about the issue of sex discrimination in higher education, wha","9:00 am - 5:00 pm, Monday - Friday",20036,Program,373599,Zina Anderson,,FALSE,,NW                     ,AAUW Legal Advocacy Fund - DC Campus Outreach Program,Executive Director,,MD - Downtown County; ,,,No,United States,None or unknown,laf@aauw.org,,executive@aauw.org,Washington,,,,,,No fee                                                                                                                        ,,Toll Free Number,3/6/00 0:00,373599,-,,,District of Columbia,,DC,http://www.aauw.org,District Of Columbia,TTY/TDD Number,,,,,3/28/12 0:00,Washington,,,,English,,Intake Number,,,,
Administrative Number,,,Aauw Legal Advocacy Fund Amy Houghton,,No,DCAP,,20036,,,-77.041912,FALSE,Zina Anderson,,,DC,,,,1111 16Th St Nw,,,(202) 785-8754,,AAUW Legal Advocacy Fund,,Organizational/Community/International Services - Community Groups and Government/Administrative Offices - Community Action/Social Advocacy Groups - Education Advocacy Groups; Organizational/Community/International Services - Community Economic Developmen,38.906704,DC,,,372197,,,,,,Organizational/Community/International Services - Community Groups and Government/Administrative Offices - Community Action/Social Advocacy Groups - Education Advocacy Groups; Organizational/Community/International Services - Community Economic Developmen,Education Advocacy Groups; Funding; ,Transportation Available: 2                      ,None or unknown,Financial Assistance General; Advocacy; Legal-Aid; Legal-Advocacy; Legal-Benefits Advocacy;,(800) 326-2289,"Telephone, Walk-In, E-mail",TD-1600.1770; TB-0700.2200,4/18/12 9:46,United States,,United States,AAUW-LAF,(202) 785-7719,,(202) 785-7777,(202) 785-7750,Active,,,,"1111 16Th Street, NW",,"Provides funding and a support system for female students, faculty, and administration challenging discriminatory practices involving sexual harassment, denial of tenure or promotion, pay inequity, and denial of aid for women's athletics programs.  Requir","9:00 am - 5:00 pm, Monday - Friday",20036,Program,373596,Zina Anderson,,FALSE,,NW                     ,AAUW Legal Advocacy Fund - DC Case Support,,,MD - Downtown County; ,,,No,United States,None or unknown,laf@aauw.org,,,Washington,,,,,,No fee                                                                                                                        ,,Toll Free Number,3/3/00 0:00,373596,,,,District of Columbia,,DC,http://www.aauw.org,District Of Columbia,TTY/TDD Number,,,,,11/16/12 0:00,Washington,,,,English,,Intake Number,,,,None
Administrative Number,,,Aauw Legal Advocacy Fund Sandra K. Lynne,,No,DCAP,,20036,,,-77.041912,FALSE,Zina Anderson,,,DC,Executive Director,,,1111 16Th St Nw,,,(202) 785-8754,,AAUW Legal Advocacy Fund,,Criminal Justice and Legal Services - Legal Services * Legal Services; Organizational/Community/International Services - Community Economic Development and Finance - Banking and Financial Services - Funding; Organizational/Community/International Services,38.906704,DC,,,372197,,,,,,Criminal Justice and Legal Services - Legal Services * Legal Services; Organizational/Community/International Services - Community Economic Development and Finance - Banking and Financial Services - Funding; Organizational/Community/International Services,Legal Services; Funding; Charities/Foundations/Funding Organizations; ,Transportation Available: 2                      ,None or unknown,Advocacy; Legal-Aid; Legal-Advocacy; Legal-Benefits Advocacy;,(800) 326-2289,"Telephone, Walk-In, E-mail",FT * FT * TB-0700.2200 * TD-1200; TB-0700.2200; TD-1200 * TB-0700.2200 * TD-1200,4/18/12 9:47,United States,,United States,AAUW-LAF,(202) 785-7719,,(202) 785-7777,(202) 785-7700,Active,,,,"1111 16Th Street, NW",,Provides a nationwide list of experienced attorneys and social scientists who serve as volunteer consultants to lawyers and plaintiffs considering or conducting sex discrimination litigation against higher education institutions.  Provides participants ex,"9:00 am - 5:00 pm, Monday - Friday",20036,Program,373597,Zina Anderson,,FALSE,,NW                     ,AAUW Legal Advocacy Fund - DC Network,Linda D. Hallman,,MD - Downtown County; ,,,No,United States,None or unknown,laf@aauw.org,,executive@aauw.org,Washington,,,,,,No fee                                                                                                                        ,,Toll-Free Number,3/6/00 0:00,373597,,,,District of Columbia,,DC,http://www.aauw.org,District Of Columbia,TTY/TDD Number,,,,,3/28/12 0:00,Washington,,,,English,,Intake Number,,,,
Administrative Number,,,Aauw Legal Advocacy Fund Sandra K. Lynne,,No,DCAP,,20036,,,-77.041912,FALSE,Zina Anderson,Linda D. Hallman,,DC,,,,1111 16Th St Nw,,,(202) 785-8754,,AAUW Legal Advocacy Fund,,Education - Educational Support Services - Student Financial Aid - Tuition Assistance * Tuition Assistance,38.906704,DC,,,372197,,,,,,Education - Educational Support Services - Student Financial Aid - Tuition Assistance * Tuition Assistance,Tuition Assistance; ,Transportation Available: 2                      ,None or unknown,"Education-Scholarships; Funding, Grants;",(800) 326-2289,"Telephone, Walk-In, E-mail",HL-8000.8500 * HL-8000.8500,4/18/12 9:48,United States,,United States,PIE Award,(202) 785-7719,,(202) 785-7777,(202) 785-7700,Active,,,,"1111 16Th Street, NW",,"Recognizes a college or university program that has resulted in significant progress toward equity for women on campus and the community.  The award carries a stipend of up to $5,000 to help continue the program's work.  Programs must be innovative and re","9:00 am - 5:00 pm, Monday - Friday",20036,Program,373598,Zina Anderson,,FALSE,,NW                     ,AAUW Legal Advocacy Fund -DC Progress in Equity Award,Executive Director,,MD - Downtown County; ,,,No,United States,None or unknown,laf@aauw.org,,executive@aauw.org,Washington,,,,,,No fee                                                                                                                        ,,Toll Free Number,3/6/00 0:00,373598,,,,District of Columbia,,DC,http://www.aauw.org,District Of Columbia,TTY/TDD Number,,,,,3/28/12 0:00,Washington,,,,English,,Intake Number,,,,None
,,,Academy Of Hope,,No,DCAP,,20017,,,-76.993268,FALSE,Zina Anderson,Lecester Johnson,,DC,202-269-6623,,,601 Edgewood Street  Ne,Suite 25,,(202) 269-6632,,Academy of Hope,patricia@aohdc.org,,38.937664,DC,,,0,,,,Mon; Tue; Wed; Thu; Fri; Sat; Sun; ,,,,,None or unknown,,,Please inquire,,,United States,,United States,,(202) 269-6623,,,,Active,,Patricia DeFerrari,Suite 25,"601 Edgewood Street, NE","Provides adult basic education, GED preparation, and computer training to low-income and external diploma program.", <br />		<p>The Academy of Hope provides high quality adult basic education in a manner that changes lives and improves our community.</p> <br />		<p>We envision education as transformational; equipped with education each person can achieve their personal,"8:30 am - 8:30 pm, Monday - Thursday; 9:00 am - 4:00 pm, Friday                                                                             ",20017,Agency,372059,,,FALSE,,,Academy of Hope,Executive Director,,,,,No,United States,None or unknown,,,,Washington,,,,,,,,,7/6/99 0:00,,,,,District of Columbia,,DC,http://www.aohdc.org,-1,,,,,,3/29/12 15:31,Washington,(202) 269-6623 x110 ,,Research and Program Development Director,,,General Information                     ,,,,
AoH at Strive DC,,,Academy Of Hope - Adult Basic Education  Ged Adult Basic Education & Ged Preparation,,No,DCAP,,20017,,,-76.993268,FALSE,Zina Anderson,Lecester Johnson,,DC,202-269-6623,,Washington,"601 Edgewood Street, NE",Suite 25,20032,(202) 269-6632,,Academy of Hope,patricia@aohdc.org,Education - Educational Programs - Adult Education - Adult Basic Education,38.937664,DC,,,372059,,,,Mon; Tue; Wed; Thu; Fri; Sat; Sun; ,,Education - Educational Programs - Adult Education - Adult Basic Education,Adult Basic Education; ,                      ,None or unknown,,,Call for intake appointment.,HH-0500.0500,,United States,,United States,,(202) 269-6623,,,(202) 484-1264,Active,,Patricia DeFerrari,Suite 25,"601 Edgewood Street, NE","Key contact Person for Answers, Please!  Kate Randall,  Evening Program Coordinator  Phone: (202)328-2029  Fax: (202)328-1044","Small classes and one-on-one tutoring provide individualized, contextualized instruction in the five subject areas of the GED -- Reading, writing, math, social studies and science. ABE classes have a strong emphasis on life and work skills; GED classes in","8:30 am - 8:30 pm, Monday - Thursday (evening classes Monday - Wednesday only); 9:00 am - 4:00 pm, Friday; no evening hours when class is not in session",20017,Program,372893,,AoH in Ward 8,FALSE,,                    ,"Academy of Hope - Adult Basic Education (ABE), GED Preparation and College Prep",Executive Director,,MD - Washington County; ,,,No,-1,None or unknown,,2/16/11 0:00,,Washington,,,,,,Student activity fee $30.00 per term. Assistance available on a needs basis.,,,,,,(202) 373-0246,,District of Columbia,2/16/12 0:00,DC,www.aohdc.org,-1,,,,,"GED Program, 3700 9th Street, SE",3/30/12 9:31,Washington,(202) 269-6623 x110 ,,Research and Program Development Director,,,General Information,,,,DC residents 18 years and older; Strive for Success (Ward 6) also accepts youth 16 and 17 years old
,,,Academy Of Hope - Computer Training Program Computer Training Program,,No,DCAP,,20017,,,-76.993268,FALSE,Awilda Ortiz,,,DC,,,,601 Edgewood Street Ne,,,(202) 269-6632,,Academy of Hope,patricia@aohdc.org,Individual and Family Life - Leisure Activities - Recreational/Leisure/Arts Instruction - Computer and Related Technology Classes * Computer and Related Technology Classes,38.937664,DC,,,372059,,,,,,Individual and Family Life - Leisure Activities - Recreational/Leisure/Arts Instruction - Computer and Related Technology Classes * Computer and Related Technology Classes,Computer and Related Technology Classes; ,Transportation Available: 5                      ,None or unknown,Training-Computer;,,Telephone,PL-7400.1500 * PL-7400.1500,11/22/11 15:33,United States,,United States,,(202) 269-6623,,,,Active,,Patricia DeFerrari,,"601 Edgewood Street, NE","Contact:  Annette Banks,  Administration Director  Phone: (202)269-6623  Fax: (202)269-6632",Provides classes in important computer skills.  Beginning and advanced classes in popular software applications available.<br /><br />Home visits: Brentwood              ,"8:00 am - 9:00 pm, Monday - Thursday; 8:00 am - 4:00 pm, Friday",20017,Program,372896,Awilda Ortiz,,FALSE,,NW                     ,Academy of Hope - DC Computer Training Program,,,MD - Ward 5 County; ,,,No,United States,None or unknown,,,,Washington,,,,,,"Flat fee, $50.00. Assistance available on a needs basis.",,,7/6/99 0:00,372896,,,,District of Columbia,,DC,http://www.aohdc.org,District Of Columbia,,,,,,11/22/11 0:00,Washington,(202) 269-6623 x110 ,,Research and Program Development Director,,,"Intake Number, After hours",,,,"At least 18 years of age, and must be a DC resident at time of enrollment"
,,,Academy Of Hope - External Diploma Program,,No,DCAP,,20017,,,-76.993268,FALSE,Awilda Ortiz,,,DC,,,,601 Edgewood Street Ne,,,(202) 269-6632,,Academy of Hope,patricia@aohdc.org,Education; Education - Educational Programs - Adult Education - Graduation Requirements Programs - GED Instruction,38.937664,DC,,,372059,,,,,,Education; Education - Educational Programs - Adult Education - Graduation Requirements Programs - GED Instruction,Education; GED Instruction; ,Transportation Available: 5                      ,None or unknown,,,Telephone,H; HH-0500.2500-250,11/22/11 15:38,United States,,United States,,(202) 269-6623,,,,Active,,Patricia DeFerrari,Suite 25,"601 Edgewood Street, NE",,"Provides adult learners with an alternative means of receiving a high school diploma. Students are given educational credit for life experiences and professional skills. Students take diagnostic tests in reading, writing, and math, and are assessed for co","9:00 am - 9:00 pm, Monday - Thursday; 8:00 am - 4:00 pm, Friday",20017,Program,373942,Awilda Ortiz,,FALSE,,NE                     ,Academy of Hope - DC External Diploma Program,,,MD - Ward 5 County; ,,,No,United States,None or unknown,,,,Washington,,,,,,Flat fee $50.00. Assistance available on a needs basis.,,,7/6/99 0:00,373942,,,,District of Columbia,,DC,http://www.aohdc.org,District Of Columbia,,,,,,11/22/11 0:00,Washington,(202) 269-6623 x110,,Research and Program Development Director,,,General Information,,,,"At least 25 years of age, must be a DC resident at time of enrollment, and demonstrate high-school level reading skills"
